mae,accuracy,f1,mse
0.461051424293174,0.5515463917525774,0.3554817275747508,0.3224492021012348
0.45037956290023845,0.5515463917525774,0.3554817275747508,0.41211416852687405
0.4635234334573303,0.5489690721649485,0.41250270387194465,0.33903045077720284
0.44730175274049805,0.5489690721649485,0.4199308017598565,0.40605545931102865
0.44221782999007586,0.5567010309278351,0.4482804232804233,0.41055594067043555
0.4925754326827747,0.5515463917525774,0.3554817275747508,0.2472432631713746
0.44996490291098956,0.5515463917525774,0.3554817275747508,0.4409356983302463
0.4503276941856158,0.5489690721649485,0.3544093178036606,0.44332816371355904
0.45230501116350647,0.5489690721649485,0.3965463610590212,0.43464006233190905
0.45797564084625103,0.5412371134020618,0.4081310846016728,0.43589090322600177
0.47459785332999277,0.5515463917525774,0.3554817275747508,0.2625850730321056
0.4478948020673904,0.5489690721649485,0.3835286854362057,0.40259991153819047
0.4479403717625771,0.5592783505154639,0.44345929622950137,0.398397949461021
0.4552402084078616,0.5515463917525774,0.50234409553295,0.3962507936180389
0.4724300131954938,0.5283505154639175,0.5033817100891763,0.42572133890538333
0.48685951592381466,0.5515463917525774,0.3554817275747508,0.2482906326875684
0.480216612444096,0.5257731958762887,0.4286080163913433,0.2827399604150652
0.4859770762148438,0.5077319587628866,0.5036934348609353,0.3053769029686885
0.4961311230183934,0.4896907216494845,0.48963647959183676,0.361879180894022
0.5017272323356778,0.4896907216494845,0.48738890223396586,0.3885228923861987
0.4791214751828577,0.5515463917525774,0.3554817275747508,0.2548888213989437
0.4577666855964464,0.538659793814433,0.35510469381122617,0.35734092255032945
0.4753677158318844,0.5309278350515464,0.41284464695513357,0.3787216276170015
0.48829997332344194,0.5154639175257731,0.45419173326150064,0.3752972646270816
0.4938144743665765,0.5154639175257731,0.496131741821397,0.3839014838268771
0.4684403127268722,0.5382474226804123,0.41553944886460015,0.36459032272345515
0.5017272323356778,0.5592783505154639,0.5036934348609353,0.44332816371355904
0.018491183472461183,0.020180044806244773,0.0569357759301082,0.06426735928086905
