mae,accuracy,f1,mse
0.4697024453308092,0.5295857988165681,0.522560699341702,0.4301716625610515
0.4771694446370536,0.5236686390532544,0.5107130975822476,0.44913754528921745
0.4993531774785667,0.4940828402366864,0.4917293233082707,0.4806424453202949
0.48095054585880037,0.514792899408284,0.5114401551207474,0.46431650671423397
0.4520658178342925,0.5414201183431953,0.5289473920822881,0.43436253878575287
0.48309179298232297,0.5177514792899408,0.4195927225224656,0.4544753435659888
0.5171211135678119,0.4911242603550296,0.41489533011272145,0.49614300976997566
0.5329491079140317,0.46449704142011833,0.4142450906235937,0.5158241451172985
0.5304592648612176,0.47337278106508873,0.41592885989437717,0.5155366288906028
0.5294969903308786,0.47633136094674555,0.42498774545139995,0.5141524845715827
0.4312708779191706,0.5591715976331361,0.5519195693758618,0.3870624767734977
0.42715110794612454,0.5828402366863905,0.5738848206861403,0.38984584050213916
0.44285415177105275,0.5473372781065089,0.5452314998021369,0.41583659255061495
0.4513195423184133,0.5591715976331361,0.5583016865610118,0.43262671200432945
0.4512434591738106,0.5473372781065089,0.5473333158267901,0.4323233045381972
0.4854621055615946,0.5207100591715976,0.5116652397260274,0.41749126279980303
0.45782829162719074,0.5473372781065089,0.5119617224880383,0.4322196819282803
0.4406250839042211,0.5562130177514792,0.5136410728675032,0.4236759908170309
0.4381498827935785,0.5591715976331361,0.515950136001461,0.42235327461220834
0.4366800115657347,0.5621301775147929,0.5287157069641242,0.4244223102189524
0.49991637088742485,0.5,0.49901332234101337,0.45519459033089393
0.48494426701941407,0.514792899408284,0.510940146809712,0.4579327105059331
0.4745432808498604,0.5325443786982249,0.5301755991132069,0.4466703082559253
0.44572891254332225,0.5532544378698225,0.5518382901750042,0.42478980239721553
0.4599392320296416,0.5384615384615384,0.5384453781512605,0.4414491332184958
0.4720006511482535,0.5282840236686392,0.5057623169171643,0.4463462520815807
0.5329491079140317,0.5828402366863905,0.5738848206861403,0.5158241451172985
0.03213373726618235,0.03126497167122067,0.04880593484331442,0.03535325164058417
