mae,accuracy,f1
0.4859305533962761,0.5207100591715976,0.5099871134020619
0.5019755599981774,0.4970414201183432,0.46046948356807504
0.5210126007184992,0.47633136094674555,0.456221198156682
0.4430486506819147,0.5562130177514792,0.5351182835136623
0.48799184119871686,0.5125739644970413,0.49044901966012033
0.5210126007184992,0.5562130177514792,0.5351182835136623
0.033216733895030236,0.034279971083599,0.038502798986791126
