NYA,S&P,NASDAQ,RUT,DJI
0.46177818156951245,0.4880765004603094,0.4533955481392211,0.45282222854507814,0.4792193426042983
0.5182897862232779,0.5102609025048535,0.5294117647058824,0.4891592342426391,0.46681690140845067
0.44298879569872673,0.46502864033765456,0.4705513784461153,0.44367634472315487,0.47316431924882624
0.47435225449717233,0.48778868110093915,0.4844528970970729,0.46188593583695736,0.47306685442052504
0.5182897862232779,0.5102609025048535,0.5294117647058824,0.4891592342426391,0.4792193426042983
0.03919362545092275,0.02261750461873003,0.039869229499447045,0.02405798001007254,0.006201795018273468
