mae,accuracy,f1,mse
0.4943799384168743,0.5463917525773195,0.35846078689263844,0.24848390741747572
0.4569217820757443,0.5463917525773195,0.35333333333333333,0.40374085032751983
0.47794440587425663,0.5180412371134021,0.5041245497850587,0.320153044731768
0.48650386583341465,0.5180412371134021,0.5108639228772711,0.3753127592374831
0.4758420974096,0.5309278350515464,0.5263849765258215,0.375624677591694
0.4893537404150078,0.5489690721649485,0.3695157621059474,0.24869243325185164
0.47231072361926674,0.5335051546391752,0.40737365298768813,0.3711818161524064
0.481592666466595,0.5154639175257731,0.42762084118016325,0.3800930071384728
0.4883163469627463,0.5128865979381443,0.45021479498886663,0.38960281045455863
0.49042846531610096,0.520618556701031,0.4556973481763056,0.4118975359827065
0.4974841174391127,0.5541237113402062,0.4154132882784808,0.24814922713607515
0.4617259648350096,0.5463917525773195,0.35333333333333333,0.39106256261249983
0.45649815956610684,0.5489690721649485,0.36460702020343805,0.40217709610413016
0.4574662470972866,0.5515463917525774,0.39364109933536917,0.4002353523106688
0.4572654716975541,0.5412371134020618,0.4081310846016728,0.40004075392861116
0.49954110284134284,0.538659793814433,0.41392201041323845,0.24963383583216883
0.4693014725620292,0.5438144329896907,0.43384747285722525,0.3401873382822079
0.48453941076367457,0.5180412371134021,0.4799561350067016,0.33714222172677
0.4843592805594846,0.520618556701031,0.49335879363118135,0.3569198318147539
0.4918182173887075,0.5154639175257731,0.49818381948266377,0.37692224479107306
0.4838929184011577,0.5438144329896907,0.35225375626043404,0.26377447283989647
0.45909652897377606,0.5463917525773195,0.35333333333333333,0.38826509069707177
0.4709490503750972,0.5360824742268041,0.4774176169525007,0.3757225343729987
0.46030866623389266,0.538659793814433,0.4871173799062142,0.3928707963571564
0.4639893564680344,0.5412371134020618,0.5042352198007294,0.39914814311045604
0.4764731999036749,0.5350515463917527,0.43169365328998455,0.3538813737680989
0.49954110284134284,0.5541237113402062,0.5263849765258215,0.4118975359827065
0.014273552484415197,0.013474559399792196,0.05917333616014288,0.05655159585151907
