mae,accuracy,f1,f1_custom
0.4744634902443014,0.5294117647058824,0.4451456620131319,122.81353759765625
0.4540718880459334,0.5551470588235294,0.47004170490958574,121.63200378417969
0.4444016826066175,0.5661764705882353,0.5483762030731132,134.70635986328125
0.46136585969157445,0.5441176470588235,0.5329825533093326,135.6309051513672
0.4877410769782282,0.5147058823529411,0.4898840645601273,134.0213623046875
0.481825477530338,0.5183823529411765,0.4576807756114637,127.78448486328125
0.4983919726432685,0.4963235294117647,0.4296472028774776,127.205322265625
0.4799253931864501,0.5147058823529411,0.4238767650834403,122.03337860107422
0.4630551651284537,0.5367647058823529,0.36981465136804936,104.63077545166016
0.429156926895899,0.5735294117647058,0.5184371184371185,127.4979248046875
0.5007190331453729,0.4963235294117647,0.4905322450542089,135.99813842773438
0.5211456896547656,0.47794117647058826,0.4731270802640912,135.99258422851562
0.4574787767552876,0.5404411764705882,0.48251982405674015,127.78448486328125
0.462916379520734,0.5477941176470589,0.5401805962149013,135.90841674804688
0.4779359437884201,0.5183823529411765,0.4892128614228988,133.33103942871094
0.5000229240586895,0.4889705882352941,0.47324277255311736,135.31597900390625
0.4865224031524729,0.5073529411764706,0.4886644219977554,134.90101623535156
0.4764435801412868,0.5220588235294118,0.5053438531699401,135.0791778564453
0.5119684531477383,0.48161764705882354,0.4541650655394731,133.89215087890625
0.4932744192062472,0.5220588235294118,0.4742789176330657,130.1038360595703
0.49586263668943786,0.5110294117647058,0.49321266968325794,134.9921417236328
0.49616298531740394,0.5036764705882353,0.4987372875571633,135.99813842773438
0.4837125650363145,0.5183823529411765,0.49108048275369565,133.62051391601562
0.4561126985111497,0.5330882352941176,0.4771051874725641,128.3397979736328
0.4922341250926153,0.5,0.4978007059462395,135.81536865234375
0.48028102678160733,0.5110294117647058,0.46598172504908253,130.77825927734375
0.4759453205389044,0.5110294117647058,0.48331071913161466,133.62051391601562
0.5382130260976445,0.46691176470588236,0.46569125516493937,135.58544921875
0.5034394057805143,0.5036764705882353,0.4987372875571633,135.99813842773438
0.4860442188994709,0.5183823529411765,0.4831672541084664,132.3525848388672
0.47013144484401964,0.5367647058823529,0.5243171219187208,135.5167694091797
0.470295341562559,0.5220588235294118,0.4326059050064185,122.03337860107422
0.48919223347096036,0.5110294117647058,0.479444564357148,133.0234375
0.48116527917577867,0.5257352941176471,0.4820424250476064,130.77825927734375
0.4867047827063151,0.5220588235294118,0.5135373101474796,135.8802490234375
0.4897705229853939,0.4963235294117647,0.4913111732987509,135.99813842773438
0.5217024923056792,0.48161764705882354,0.4728899517585453,135.90841674804688
0.4515082990344949,0.5514705882352942,0.47467071935157046,123.56433868408203
0.515655109921284,0.47794117647058826,0.43860465116279074,132.17303466796875
0.48325538590445205,0.5167797888386124,0.48003596758005773,131.2369181315104
0.5382130260976445,0.5735294117647058,0.5483762030731132,135.99813842773438
0.022498984599554916,0.024543890522922877,0.03365338904446948,6.337793685344652
