mae,accuracy,f1
0.5212067367055393,0.4794520547945205,0.4714176829268293
0.48354024552319147,0.5547945205479452,0.3568281938325991
0.45035412785125106,0.5547945205479452,0.3568281938325991
0.4521128339310215,0.5547945205479452,0.3568281938325991
0.4768034860027508,0.535958904109589,0.38547556610615663
0.5212067367055393,0.5547945205479452,0.4714176829268293
0.03329779496285218,0.037671232876712334,0.05729474454711508
