mae,accuracy,f1,mse
0.5076904663319732,0.48520710059171596,0.47994482173174874,0.4645073661092922
0.5027556438004854,0.5,0.49177454513101115,0.4704982505116797
0.49872680725394924,0.4970414201183432,0.49591185037021435,0.4760386040008881
0.5119320379666674,0.47928994082840237,0.4766513002780026,0.493541827075529
0.47835214728434694,0.5207100591715976,0.5071822011016308,0.46155905960959887
0.47056485251942115,0.5266272189349113,0.44737379930512977,0.44009522812098045
0.49594402283893735,0.5088757396449705,0.44330674286621424,0.4772283875398849
0.5098524533640537,0.4881656804733728,0.4401348103750371,0.49541712985273095
0.5099111202953105,0.4881656804733728,0.42875843810751924,0.49552734588260283
0.506216461115612,0.4911242603550296,0.4504065040650407,0.4936239007150942
0.4704449734191929,0.5266272189349113,0.5199034125208621,0.42991467855818
0.4624717117123714,0.5414201183431953,0.5338760621024067,0.42745071181880456
0.45108930912484047,0.5473372781065089,0.5455831568587823,0.4261652903737881
0.47558746717462574,0.5355029585798816,0.5348148148148149,0.45634664980789724
0.4799935608726645,0.5207100591715976,0.5206429246769619,0.4662379597257137
0.5001745685299822,0.5029585798816568,0.496595744680851,0.430980921401721
0.4878465325006394,0.514792899408284,0.4812069481880803,0.4642369506995036
0.4590611949898205,0.5414201183431953,0.503859084236943,0.4418214279780229
0.4518174634687008,0.5384615384615384,0.4997723132969035,0.43419853749033177
0.46055763620021056,0.5325443786982249,0.5017725864835617,0.4447409550226993
0.5104808717987724,0.4940828402366864,0.4933333333333333,0.4678644610864644
0.5025188639541773,0.5059171597633136,0.5027441307316214,0.4752461660173042
0.506437859991129,0.4940828402366864,0.4921223517833449,0.479554237660355
0.49536545637154183,0.5,0.4992592592592593,0.4743475879336678
0.49315589590715647,0.5088757396449705,0.5086004554212646,0.4747085739363174
0.48795797515146333,0.5115976331360946,0.4918212636688217,0.4624740883571619
0.5119320379666674,0.5473372781065089,0.5455831568587823,0.49552734588260283
0.020174471650024586,0.020299537909412885,0.030512670990546508,0.02240901442123016
