mae,accuracy,f1,mse
0.4655434051914328,0.5443786982248521,0.3524904214559387,0.3566018653624591
0.48991320038161973,0.5236686390532544,0.4975949776115958,0.34617233703265443
0.4863803987322408,0.5295857988165681,0.5078706628938765,0.35662985423422044
0.48450671455918637,0.5236686390532544,0.5134429512799191,0.3836583444583011
0.4968143213742256,0.5059171597633136,0.500561852431892,0.4129832594147825
0.46513549553660244,0.5355029585798816,0.3901791562762156,0.38733295521777666
0.47695242027430407,0.5266272189349113,0.41804407713498626,0.41802374231148487
0.48497305606212365,0.5059171597633136,0.4154005489099477,0.41059062895223175
0.48690958429251646,0.514792899408284,0.4795117370892019,0.41036792512395043
0.48312096236724056,0.5236686390532544,0.4789693900022021,0.4096842162521654
0.47144706838229705,0.5443786982248521,0.3524904214559387,0.3134759356861651
0.45044560973233194,0.5532544378698225,0.426300821689916,0.41448316886051295
0.460799904732094,0.5325443786982249,0.4253185261707989,0.40828432080707167
0.45769134976313053,0.5473372781065089,0.47824244564394897,0.4050649713717849
0.45554130554835237,0.5532544378698225,0.4875857152897002,0.39961166139767873
0.4781169762625497,0.5443786982248521,0.3524904214559387,0.28276547933479473
0.45868407096507124,0.5414201183431953,0.3786396252149676,0.4125510518182932
0.46108618487201675,0.5414201183431953,0.4152575478542329,0.4142380247829974
0.4613590221630126,0.5355029585798816,0.42714956549900146,0.42160907676954656
0.4626225579317325,0.5207100591715976,0.4281238250407319,0.41105041475764253
0.4719249195248418,0.5443786982248521,0.3524904214559387,0.31143123358555536
0.4517446586246936,0.5443786982248521,0.399547803617571,0.4242112789759849
0.462905837216196,0.5414201183431953,0.4480789692698292,0.41722491390471067
0.46950292210705147,0.5266272189349113,0.4634281858951463,0.430990346584303
0.4701521308354068,0.5236686390532544,0.46372998275437305,0.43306842388306915
0.47057096309729085,0.5331360946745561,0.4341176021357524,0.3916842172352056
0.4968143213742256,0.5532544378698225,0.5134429512799191,0.43306842388306915
0.012877652100467376,0.013368285711761302,0.05205292103198998,0.04053415848676802
