mae,accuracy,f1,f1_custom
0.4710087616595314,0.5294117647058824,0.4488348530901722,124.2102279663086
0.4509332057899455,0.5477941176470589,0.45346728742955156,120.69486999511719
0.46626166714628897,0.5257352941176471,0.507017913593256,134.98919677734375
0.45984801609874054,0.5367647058823529,0.5205640423031728,135.23898315429688
0.45663695903198065,0.5404411764705882,0.5088337691229794,133.01174926757812
0.4655788825954068,0.5330882352941176,0.46505613627564846,126.54581451416016
0.44276989988403165,0.5588235294117647,0.49604743083003955,126.85326385498047
0.45432982605578165,0.5514705882352942,0.4558929625500099,120.26549530029297
0.4598204471609172,0.5330882352941176,0.3615141489381365,105.02841186523438
0.43464533472390127,0.5698529411764706,0.5100909804646008,127.1544189453125
0.49665159931259617,0.47794117647058826,0.4706140350877193,135.9925537109375
0.49854544522795136,0.5183823529411765,0.5128447014751925,135.99813842773438
0.4062050744879676,0.6102941176470589,0.5623823690122033,128.56875610351562
0.4653277372859707,0.5367647058823529,0.5294117647058824,135.97012329101562
0.4357607969385917,0.5735294117647058,0.5485347985347986,133.75045776367188
0.4718898686682338,0.5330882352941176,0.5187182166492511,135.45240783691406
0.4781358237185502,0.5220588235294118,0.49929198527329366,134.49017333984375
0.42913569725124734,0.5772058823529411,0.5641936607453848,135.45240783691406
0.5205109442736737,0.4632352941176471,0.4317765567765568,133.75045776367188
0.46059659308546996,0.5477941176470589,0.5013637379834562,130.30621337890625
0.45610369732566874,0.5477941176470589,0.5350685807195764,135.5747528076172
0.5141351963805804,0.48161764705882354,0.4747956123413172,135.99813842773438
0.46674613015815375,0.5294117647058824,0.5036213287710294,134.01449584960938
0.44629547637354794,0.5477941176470589,0.49625837536701045,129.346923828125
0.49574655847954896,0.5073529411764706,0.5046749293324636,135.815185546875
0.47274970956677576,0.5110294117647058,0.46344719161117126,130.75347900390625
0.45854583547027994,0.5330882352941176,0.500975109428947,133.01174926757812
0.5544930842356633,0.44485294117647056,0.4431594788432598,135.58514404296875
0.515091477785741,0.47794117647058826,0.47450340136054425,135.88157653808594
0.47234278392852386,0.5220588235294118,0.48815934225001445,132.85020446777344
0.48909501734649974,0.5183823529411765,0.5060372911901296,135.68138122558594
0.4720198594509384,0.5330882352941176,0.44376278118609414,122.332763671875
0.5036264628800802,0.5073529411764706,0.4702325581395349,132.51303100585938
0.4694458175160465,0.5257352941176471,0.4744079449961802,129.83753967285156
0.5104827377108301,0.4963235294117647,0.485751348964299,135.8479766845703
0.453355915663901,0.5441176470588235,0.537719298245614,135.9925537109375
0.543717713836213,0.45588235294117646,0.44618093770636147,135.93264770507812
0.459133043065696,0.5441176470588235,0.4695187165775401,124.9112319946289
0.47223786214833213,0.5294117647058824,0.4960338139077065,132.85020446777344
0.47307581947999483,0.5267722473604827,0.4892502408148744,131.24243848751752
0.5544930842356633,0.6102941176470589,0.5641936607453848,135.99813842773438
0.030558779036745067,0.0335891385354231,0.039080579205825,6.3343348910156925
