MAE,Accuracy,F-score
0.4319207323034853,0.5857988165680473,0.5612180557100998
0.44118225710489234,0.5680473372781065,0.5147689282202557
0.45822350848132065,0.5295857988165681,0.4655462184873949
0.46136754178521316,0.5443786982248521,0.51875
0.4614322824278273,0.5384615384615384,0.4693236714975846
0.42343509175545,0.5976331360946746,0.5302677294093603
0.45373287220563346,0.5680473372781065,0.4689652203856749
0.5344793351182165,0.4556213017751479,0.4486524822695036
0.410568614854042,0.5976331360946746,0.4613798275215598
0.4505478056290975,0.5828402366863905,0.5344216171858973
0.48084035220187876,0.5295857988165681,0.4910554477011222
0.4161121302899786,0.5976331360946746,0.4776363636363635
0.47834299858303886,0.5177514792899408,0.4898845402442525
0.4370412609516505,0.5857988165680473,0.5442989214175655
0.4779657989164064,0.5295857988165681,0.49939918960458296
0.4456096123362383,0.5355029585798816,0.43763975286923895
0.41800235917752987,0.5946745562130178,0.5001241431424408
0.4836554543009116,0.5059171597633136,0.4673046251993621
0.4302834875546623,0.5739644970414202,0.4972939475315017
0.45283983414458834,0.5591715976331361,0.4754996406961122
0.48088181876445446,0.5384615384615384,0.5177787532923617
0.4603543141214439,0.5502958579881657,0.5032679738562091
0.472849712577075,0.5207100591715976,0.4767201834862385
0.4481427891245532,0.5532544378698225,0.4824729514596579
0.4582797398932426,0.5384615384615384,0.4718961580064901
0.4805122606885191,0.5355029585798816,0.5153037457870171
0.4696616226068395,0.5266272189349113,0.4938604372566637
0.4805113065208308,0.5266272189349113,0.5132663714584008
0.4911269848868692,0.5295857988165681,0.49282296650717705
0.510528489393356,0.5,0.472630752896644
0.4788674226916663,0.5118343195266272,0.4851128652541199
0.44146781099293575,0.5650887573964497,0.49870352620693137
0.475585777687934,0.5384615384615384,0.5049014084507042
0.4062769555755185,0.606508875739645,0.4872654690618762
0.4717751804011813,0.5828402366863905,0.3930695465022987
0.4703787344786383,0.5266272189349113,0.4609250398724084
0.4992064070066757,0.514792899408284,0.514367816091954
0.46055032543268176,0.5473372781065089,0.5048591097536456
0.4171259792514019,0.5828402366863905,0.4717520699630898
0.4595299221081508,0.5485510544682143,0.49011301199727586
0.5344793351182165,0.606508875739645,0.5612180557100998
0.02821955572046451,0.03304809596898549,0.030628763181568056
