,MAE,RMSE
NYA,0.019492226461320726,0.025276919383251422
S&P,0.01653579671826365,0.020825472925640482
NASDAQ,0.03146150665574977,0.03925656475499869
RUT,0.026925309318256894,0.0349291935500836
DJI,0.0269208675383912,0.03366191655962222
