,MAE,RMSE
NYA,0.08754656049623336,0.09388598165046542
S&P,0.10511577418746014,0.10960699970840673
NASDAQ,0.13102032531419247,0.13562403533532463
RUT,0.0992773037071784,0.11353768572666463
DJI,0.04815627217229133,0.05852991782750687
