,MAE,RMSE
NYA,0.10904982795552844,0.11825599169575456
S&P,0.13367809594637045,0.14294644782899465
NASDAQ,0.18238563762806598,0.19380842459997846
RUT,0.12401732154077845,0.1368706949990435
DJI,0.20129877504762148,0.21297319666113082
