,MAE,RMSE
NYA,0.3788088272175593,0.4075608691144237
S&P,0.4267058687458048,0.4513714718425395
NASDAQ,0.5515417204326372,0.5821214728204298
RUT,0.41482640569682405,0.4366364206422351
DJI,0.5017055578667421,0.5353773334535457
