,MAE,RMSE
NYA,0.12510956969986037,0.14802636726057755
S&P,0.2783082408528946,0.30638571859319086
NASDAQ,0.4572890824638696,0.4945168314885576
RUT,0.2668042430495444,0.29053223733662564
DJI,0.3716575810960851,0.41690510758279115
