,MAE,RMSE
NYA,0.15853800650974278,0.18989476669062105
S&P,0.23807788023936713,0.2782480077949626
NASDAQ,0.3534324385727539,0.40085884994267706
RUT,0.22866860200856862,0.2603222370921895
DJI,0.2929493919536874,0.34274181172360374
