,MAE,RMSE
NYA,0.11575168521475353,0.12477791772886031
S&P,0.16596121965398175,0.17277292751507264
NASDAQ,0.23749116580349677,0.24520673822918507
RUT,0.16713613497181773,0.17935270276227422
DJI,0.12180120205121299,0.13620107418845834
