,MAE,RMSE
NYA,0.13021983950717764,0.15403763980691731
S&P,0.3041843274831717,0.3292261482669233
NASDAQ,0.6417479830819427,0.6831252619767577
RUT,0.24619766350829778,0.26783638906828106
DJI,0.3572124736408635,0.3895019793455077
