,MAE,RMSE
NYA,0.015883411268079854,0.018683070489419504
S&P,0.02657777376040802,0.029736548629742274
NASDAQ,0.04503843557995731,0.0509647381294653
RUT,0.02701630620218635,0.03129994995975446
DJI,0.036641337004358024,0.0419792559236321
