,MAE,RMSE
NYA,0.16846331419920577,0.19868516750235957
S&P,0.2535331044041942,0.2856956646664372
NASDAQ,0.3703414393470531,0.40988284007610376
RUT,0.24307578003115718,0.2699618057055323
DJI,0.32168750370784654,0.3633354228648879
