,MAE,RMSE
NYA,0.05044262863285659,0.0553308863982736
S&P,0.08052116381801465,0.08525871413096095
NASDAQ,0.09166653891391281,0.10042428190051543
RUT,0.04626173254966403,0.050224080223786355
DJI,0.012112004589774846,0.015675308745444178
