,MAE,RMSE
NYA,0.009314214431106351,0.012790859990187496
S&P,0.009561284017565907,0.01261877307700538
NASDAQ,0.014336729999305495,0.01812246762200234
RUT,0.014778525486786355,0.01885312787991265
DJI,0.013144588930156603,0.016549364060455447
