,MAE,RMSE
NYA,0.2099385551702619,0.24392122978219014
S&P,0.4331218491200578,0.4495154332554756
NASDAQ,0.5445138263741536,0.5659013357890725
RUT,0.4143300154149164,0.4304719575604727
DJI,0.4815711896679121,0.5094819075511097
