,MAE,RMSE
NYA,0.15288661417348617,0.17905176087272143
S&P,0.2081161915862634,0.2344238791295478
NASDAQ,0.30027401749159083,0.336810591534292
RUT,0.24239796354054244,0.2893147398735838
DJI,0.23579600192924996,0.2783624766040111
