,MAE,RMSE
NYA,0.011357847617691355,0.014753597958885199
S&P,0.009211909373458463,0.012254785882272572
NASDAQ,0.01702354468480702,0.020839302511672535
RUT,0.014748232856415217,0.018813841235561977
DJI,0.013417491585113057,0.017038577791077498
