stock,MAE,RMSE
NYA,0.09376357799733048,0.11735686830414062
S&P,0.1338052694936335,0.14749306715401567
NASDAQ,0.22553726287770887,0.24864912794458266
RUT,0.23191390527811961,0.2615921182830685
DJI,0.21110659932987574,0.2511618833716157
