,MAE,RMSE
NYA,0.1461455432703122,0.16987793457374373
S&P,0.2257595560543014,0.25274462495110084
NASDAQ,0.335267557579657,0.3704834579294044
RUT,0.21518957212607784,0.23734778365799708
DJI,0.2980792874438746,0.3341541536756305
