,MAE,RMSE
NYA,0.04217236381227154,0.05160566996528476
S&P,0.0414829826655623,0.05055896330462726
NASDAQ,0.053581873372410764,0.06320233373165692
RUT,0.06456043945802999,0.08304638948301363
DJI,0.06631344583072236,0.07833841730278768
