,MAE,RMSE
NYA,0.03092114516775334,0.03795235191785037
S&P,0.02849671502362614,0.035249036829570944
NASDAQ,0.03036947850433263,0.03855997727791725
RUT,0.03898385274604882,0.04969632157151432
DJI,0.03531085357502074,0.043564535330090956
