,MAE,RMSE
NYA,0.1290318043942986,0.15099170919141136
S&P,0.2796104129264764,0.3073866977561057
NASDAQ,0.4578392177339307,0.4948928123919069
RUT,0.26805623141249035,0.2918440941528974
DJI,0.3750506441052704,0.4194792734415726
