stock,MAE,RMSE
NYA,0.5367844865438534,0.6594888772143451
S&P,0.7351234657958524,0.8639154035710583
NASDAQ,1.243756340758076,1.4241935788628752
RUT,0.9541112623014711,1.083456298166178
DJI,0.9463507143520288,1.1698447212480445
