stock,MAE,RMSE
NYA,0.6227919602689853,0.7630443751158432
S&P,0.6084670790805891,0.7094785218961358
NASDAQ,1.2737684819753219,1.4395896465125435
RUT,0.936308929558249,1.0684935574271561
DJI,0.7912550626171408,0.9851492963817013
