stock,MAE,RMSE
NYA,0.5820415196453199,0.6719332005461797
S&P,1.2237721550650311,1.312800664452116
NASDAQ,1.869150448456662,1.987500904411449
RUT,1.2813918050265927,1.364003793551002
DJI,1.7139055902663487,1.8663080978911928
