,MAE,RMSE
NYA,0.00942785372165915,0.01256631684987065
S&P,0.010201860673534173,0.013138482352309236
NASDAQ,0.01751612253220425,0.021890093405758825
RUT,0.015410657393178801,0.01945394049959587
DJI,0.015420244250111972,0.0192455221726994
