stock,MAE,RMSE
NYA,0.551818276667608,0.6366958091296419
S&P,1.207935620180879,1.2988726648137292
NASDAQ,1.8458794630325432,1.9674640913391008
RUT,1.256713166797372,1.3429096014108481
DJI,1.6670898748861858,1.8215467911961334
