,MAE,RMSE
NYA,0.00938851758151637,0.012581521750275916
S&P,0.01111502483281952,0.013732208916404724
NASDAQ,0.01945651341413306,0.023296435585496874
RUT,0.01528066053705431,0.01911945159217462
DJI,0.017640093995524915,0.0214077378032752
