stock,MAE,RMSE
NYA,0.09714497788690488,0.1158545826666746
S&P,0.2494089204458411,0.26121710310362256
NASDAQ,0.2677849509971478,0.30959213211405084
RUT,0.07592247212500151,0.10084975874198655
DJI,0.28822499290927517,0.3297685734252985
