,MAE,RMSE
NYA,0.010128013207889142,0.013414267238646086
S&P,0.011195851979180795,0.014110094167039003
NASDAQ,0.01863761195759123,0.02276649290203704
RUT,0.015563907771891919,0.0196630298506212
DJI,0.01671240852606143,0.020515600882971843
