,MAE,RMSE
NYA,0.016036235254169882,0.020155922346023307
S&P,0.01577980640112471,0.01943008462730294
NASDAQ,0.022546710293490146,0.02726030698128108
RUT,0.02645233099022995,0.03373510517728158
DJI,0.02023472160844503,0.025126680034737357
