,MAE,RMSE
NYA,0.44920238503410315,0.489575744663205
S&P,0.6765423392025361,0.6878321230470071
NASDAQ,0.8857103333896378,0.9090282847404468
RUT,0.4583036863247852,0.49184951407290517
DJI,0.6356944711403935,0.681417748055573
