,MAE,RMSE
NYA,0.0839607555660326,0.1036623108803701
S&P,0.12333143418826867,0.14442559281247455
NASDAQ,0.09522655246965882,0.1181031667911722
RUT,0.05282764390604671,0.06519140480672767
DJI,0.11983546796751017,0.1428143427149458
