,MAE,RMSE
NYA,0.01324726522756649,0.017160123954531776
S&P,0.03287536722632276,0.036925811215469645
NASDAQ,0.11150528327584147,0.121248629253447
RUT,0.06200576904631569,0.06676093749772763
DJI,0.0908133507640033,0.0998836454863353
