,MAE,RMSE
NYA,0.017867533010348435,0.021494592556287256
S&P,0.022339721673913383,0.026182598828244696
NASDAQ,0.03727020721707232,0.04314299794904087
RUT,0.02704355836052937,0.032429970988154345
DJI,0.019833174274711447,0.024270728293828044
