,MAE,RMSE
NYA,0.24254453383172722,0.26233882563622896
S&P,0.30431823411803366,0.3268111593323274
NASDAQ,0.4113414085270514,0.44204601665649645
RUT,0.2909182681817368,0.3104751814749693
DJI,0.3668564679626226,0.3998262190236691
