,MAE,RMSE
NYA,0.023407274921911636,0.027077179021709842
S&P,0.04227403175861877,0.04699382368283879
NASDAQ,0.07338237643297615,0.08197994767468332
RUT,0.042057141086524766,0.04777064798359909
DJI,0.059838242275219125,0.06853262316922498
