,MAE,RMSE
NYA,0.05285834956824498,0.05833967195285262
S&P,0.06909197838089012,0.07619285171443538
NASDAQ,0.14400629096369322,0.1523182458799199
RUT,0.31287183534419294,0.3185790971733696
DJI,0.13062811074382685,0.14090051263533376
