,MAE,RMSE
NYA,0.014822401186895704,0.017626067770237102
S&P,0.024500447556384718,0.02756955337572511
NASDAQ,0.04014964206028163,0.0451573304842927
RUT,0.02553125819892977,0.030028247580012362
DJI,0.0339135131920058,0.03875826145103248
