stock,MAE,RMSE
NYA,0.5995357989206478,0.7344228785985134
S&P,0.8560300272405057,0.9804615829046264
NASDAQ,1.4026363312351435,1.567792478038014
RUT,1.0071877380069325,1.1365561789089105
DJI,1.1434428854414824,1.370591716916548
