,MAE,RMSE
NYA,0.14820989192433534,0.17190004258720995
S&P,0.3113018869289561,0.33666792928268463
NASDAQ,0.4932848802868091,0.5266728273336124
RUT,0.29796120509006113,0.3212370162523014
DJI,0.3831031312066012,0.42816802432712914
