,MAE,RMSE
NYA,0.025455485327449172,0.028486260734401643
S&P,0.03458404271094613,0.037698915827490645
NASDAQ,0.05724869124395231,0.06285784565200374
RUT,0.03841823036461982,0.042608547680639396
DJI,0.039079383930313794,0.04482787800722116
