,MAE,RMSE
NYA,0.2893108805647693,0.3089737512081283
S&P,0.3446703364120979,0.36551474807188955
NASDAQ,0.4440156753150348,0.4710827065656233
RUT,0.33170727292203583,0.34949009963161687
DJI,0.38501793962072767,0.41649239732395765
