,MAE,RMSE
NYA,0.05045927317432103,0.06118693390394492
S&P,0.11985197538069968,0.13891266999074348
NASDAQ,0.27140023147287107,0.3170424167057377
RUT,0.1456410866410176,0.16567482212781467
DJI,0.17173095337253383,0.20783045110770532
