stock,MAE,RMSE
NYA,0.07765377379419026,0.09847228696713223
S&P,0.12323818776543267,0.1329372370530385
NASDAQ,0.24319469853741338,0.26316157175009436
RUT,0.18429291596731712,0.21268739485287913
DJI,0.2507450488103203,0.2925803805934114
