stock,MAE,RMSE
NYA,0.6646974121135917,0.7614588946756378
S&P,1.1908046196236772,1.2770382181018691
NASDAQ,1.7477419775315932,1.8609511351390495
RUT,1.302597891940604,1.3864880435025893
DJI,1.6710118913148069,1.8330138631682489
