,MAE,RMSE
NYA,0.1164423578458403,0.1325156680314646
S&P,0.18081474303936157,0.20653384587592732
NASDAQ,0.30065916985911834,0.32760983681387684
RUT,0.129421347235334,0.14661468113564655
DJI,0.22872869272908516,0.25807145184916785
