stock,MAE,RMSE
NYA,0.6955012707951918,0.8015461198073563
S&P,1.0548107193086036,1.1522451011037471
NASDAQ,1.8390209893763818,1.940351934455
RUT,1.64391437522383,1.7060031981610617
DJI,1.73131939446142,1.853362024602544
