,MAE,RMSE
NYA,0.17713835306048634,0.20392885680937692
S&P,0.24907514776643536,0.2792994966452053
NASDAQ,0.34957913124287976,0.3865733178252744
RUT,0.23886360692785535,0.2638288181209974
DJI,0.3197846648195974,0.35766221403484205
