,MAE,RMSE
NYA,0.023665979658547432,0.028851469182386878
S&P,0.027487086975199016,0.03218426240348268
NASDAQ,0.037347223185791145,0.04304833394607958
RUT,0.037711175993659994,0.048609384240343965
DJI,0.039993638366715524,0.04705743712082173
