,MAE,RMSE
NYA,0.014839565188495945,0.017873682326808787
S&P,0.02545356259831464,0.028909605390095006
NASDAQ,0.04547409644918152,0.05216139600681327
RUT,0.027269259062470783,0.033196634778773576
DJI,0.03778724068610912,0.04405577289896677
