,MAE,RMSE
NYA,0.1670133093553162,0.17045876762839934
S&P,0.22291199982325752,0.2262796843693468
NASDAQ,0.2742697452257883,0.28040946459936067
RUT,0.21676801171919163,0.2204878038340059
DJI,0.24446791646340307,0.25115835598451375
