,MAE,RMSE
NYA,0.11396065306951134,0.13385203020086506
S&P,0.20144948632684584,0.22472710727807738
NASDAQ,0.3240565955358003,0.3558670946407858
RUT,0.19118840561341904,0.21003745211143976
DJI,0.27552952718290463,0.3084127510160331
