,MAE,RMSE
NYA,0.05328625561060385,0.06484067579836807
S&P,0.10243829830493163,0.11882271982892209
NASDAQ,0.22089575828230465,0.24779409315299045
RUT,0.09615013380343543,0.10984813084798968
DJI,0.18097026863313403,0.20926988487378537
