,MAE,RMSE
NYA,0.2279827456653104,0.28585600206940104
S&P,0.2615405911560245,0.3244148073624209
NASDAQ,0.3238920792839823,0.3923515148782999
RUT,0.2567778664322646,0.31209427598528766
DJI,0.2988248884413438,0.3672483817103595
